"Dataplot Line Number","Verification Group","Case Name","Type of Metric","Expected Metric","Predicted Metric","Dependent Variable","Type of Error","Error","Error Tolerance","Within Specified Error Tolerance","Plot Filename"
219,"Flowfields","species_conservation_2","end",1e-12,3.4981e-06,"Mass (kg)","Absolute Error","3.50e-06","2.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/species_conservation_2"
219,"Flowfields","species_conservation_2","end",1,1.0006,"Mass (kg)","Absolute Error","6.47e-04","2.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/species_conservation_2"
221,"Flowfields","species_conservation_4","end",1e-12,2.2878e-12,"Mass (kg)","Absolute Error","1.29e-12","5.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/species_conservation_4"
221,"Flowfields","species_conservation_4","end",0.4,0.39786,"Mass (kg)","Absolute Error","2.14e-03","5.00e-03","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/species_conservation_4"
265,"Flowfields","symmetry_test","mean",0.0026394,0.0026394,"Velocity (m/s)","Absolute Error","0.00e+00","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/symmetry_test_plot"
265,"Flowfields","symmetry_test","mean",0.0026394,0.0026394,"Velocity (m/s)","Absolute Error","0.00e+00","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/symmetry_test_plot"
265,"Flowfields","symmetry_test","mean",0.0026394,0.0026394,"Velocity (m/s)","Absolute Error","0.00e+00","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/symmetry_test_plot"
266,"Flowfields","symmetry_test_mpi","mean",0.0004615,0.0003528,"Velocity (m/s)","Absolute Error","1.09e-04","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/symmetry_test_mpi_plot"
266,"Flowfields","symmetry_test_mpi","mean",0.0004615,0.0003528,"Velocity (m/s)","Absolute Error","1.09e-04","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/symmetry_test_mpi_plot"
266,"Flowfields","symmetry_test_mpi","mean",0.0004615,0.0003528,"Velocity (m/s)","Absolute Error","1.09e-04","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/symmetry_test_mpi_plot"
277,"Pyrolysis","two_step_solid_reaction","end",3.57e-09,3.5916e-09,"Mass Fraction","Absolute Error","2.16e-11","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/two_step_solid_reaction"
277,"Pyrolysis","two_step_solid_reaction","end",6.25e-06,6.3116e-06,"Mass Fraction","Absolute Error","6.16e-08","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/two_step_solid_reaction"
277,"Pyrolysis","two_step_solid_reaction","end",1,0.99999,"Mass Fraction","Absolute Error","6.32e-06","1.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/two_step_solid_reaction"
279,"Flowfields","velocity_bc_test","mean_1_2",0.07436,0.075784,"Pressure (Pa)","Absolute Error","1.42e-03","5.00e-02","Yes","FDS_Verification_Guide/SCRIPT_FIGURES/velocity_bc_test_pres"
