s,C,g/g,1/s,s,C,g/g,1/s,s,C,g/g,1/s,s,C,g/g,1/s,s,C,g/g,1/s,s,C,g/g,1/s,s,C,g/g,1/s,s,C,g/g,1/s
A-Time,A-Temperature,A-Mass,A-Mdot,B-Time,B-Temperature,B-Mass,B-Mdot,C-Time,C-Temperature,C-Mass,C-Mdot,D-Time,D-Temperature,D-Mass,D-Mdot,E-Time,E-Temperature,E-Mass,E-Mdot,F-Time,F-Temperature,F-Mass,F-Mdot,G-Time,G-Temperature,G-Mass,G-Mdot,H-Time,H-Temperature,H-Mass,H-Mdot
3661.5,655.4,0.2291,0.000034,3661.5,649.3,0.0389,0.000015,4462.5,638.4,0.1288,0.000019,4462.5,635.1,0.0095,0.000006,9562.2,645.2,0.2358,0.000011,1013.7,708.9,0.2279,0.000064,1814.7,631.7,0.0154,0.000013,1147.2,697.2,0.0120,0.000021
3669.7,656.8,0.2288,0.000033,3669.7,650.8,0.0388,0.000014,4472.5,640.2,0.1286,0.000019,4472.5,636.8,0.0095,0.000005,9583.6,646.5,0.2355,0.000010,1016.0,709.0,0.2278,0.000062,1818.8,635.7,0.0153,0.000016,1149.8,697.4,0.0120,0.000016
3677.9,658.2,0.2285,0.000032,3677.9,652.2,0.0387,0.000014,4482.5,641.9,0.1284,0.000019,4482.5,638.4,0.0094,0.000005,9605.1,647.7,0.2353,0.000010,1018.3,709.2,0.2276,0.000059,1822.9,639.8,0.0153,0.000019,1152.4,697.6,0.0120,0.000011
3686.1,659.7,0.2283,0.000031,3686.1,653.6,0.0386,0.000014,4492.5,643.6,0.1282,0.000020,4492.5,640.0,0.0094,0.000004,9626.6,648.9,0.2351,0.000010,1020.5,709.3,0.2275,0.000057,1826.9,644.0,0.0152,0.000023,1154.9,697.7,0.0119,0.000008
3694.4,661.2,0.2280,0.000031,3694.4,655.0,0.0384,0.000014,4502.6,645.3,0.1280,0.000020,4502.6,641.6,0.0094,0.000003,9648.1,650.2,0.2349,0.000010,1022.8,709.4,0.2274,0.000055,1831.0,648.1,0.0151,0.000027,1157.5,697.9,0.0119,0.000005
3702.6,662.6,0.2278,0.000031,3702.6,656.4,0.0383,0.000014,4512.6,647.1,0.1278,0.000020,4512.6,643.2,0.0093,0.000003,9669.6,651.5,0.2347,0.000010,1025.1,709.6,0.2273,0.000054,1835.1,652.3,0.0150,0.000031,1160.1,698.0,0.0119,0.000003
3710.8,664.1,0.2275,0.000030,3710.8,657.9,0.0382,0.000014,4522.6,648.8,0.1276,0.000020,4522.6,644.9,0.0093,0.000002,9691.1,652.8,0.2345,0.000010,1027.4,709.8,0.2271,0.000053,1839.2,656.5,0.0148,0.000034,1162.7,698.1,0.0119,0.000001
3719.1,665.6,0.2273,0.000030,3719.1,659.3,0.0381,0.000014,4532.7,650.5,0.1274,0.000020,4532.7,646.6,0.0093,0.000001,9712.6,654.2,0.2343,0.000010,1029.7,710.2,0.2270,0.000053,1843.3,660.7,0.0147,0.000038,1165.3,698.2,0.0119,0.000000
3727.3,667.1,0.2270,0.000030,3727.3,660.7,0.0380,0.000013,4542.7,652.3,0.1272,0.000020,4542.7,648.2,0.0093,0.000001,9734.1,655.5,0.2341,0.000010,1031.9,710.7,0.2269,0.000053,1847.3,665.0,0.0145,0.000042,1167.8,698.3,0.0119,0.000000
3735.5,668.6,0.2268,0.000029,3735.5,662.1,0.0379,0.000013,4552.7,654.1,0.1270,0.000020,4552.7,649.9,0.0093,0.000001,9755.6,656.8,0.2338,0.000009,1034.2,711.5,0.2268,0.000053,1851.4,669.4,0.0143,0.000046,1170.4,698.4,0.0119,-0.000001
3743.7,670.1,0.2265,0.000029,3743.7,663.4,0.0378,0.000013,4562.7,655.9,0.1268,0.000020,4562.7,651.6,0.0093,0.000000,9777.0,658.2,0.2337,0.000010,1036.5,712.5,0.2267,0.000054,1855.5,673.8,0.0142,0.000049,1173.0,698.5,0.0119,-0.000001
3752.0,671.6,0.2263,0.000028,3752.0,664.8,0.0377,0.000013,4572.8,657.7,0.1266,0.000020,4572.8,653.3,0.0093,0.000000,9798.5,659.6,0.2334,0.000010,1038.8,713.7,0.2265,0.000056,1859.6,678.1,0.0140,0.000051,1175.6,698.7,0.0119,-0.000001
3760.2,673.0,0.2261,0.000027,3760.2,666.2,0.0376,0.000013,4582.8,659.6,0.1264,0.000019,4582.8,655.0,0.0093,0.000000,9820.0,660.8,0.2332,0.000010,1041.0,715.1,0.2264,0.000058,1863.6,682.4,0.0137,0.000053,1178.1,699.0,0.0119,0.000000
3768.4,674.5,0.2259,0.000027,3768.4,667.7,0.0375,0.000013,4592.8,661.4,0.1262,0.000019,4592.8,656.7,0.0092,0.000000,9841.5,662.2,0.2330,0.000009,1043.3,716.8,0.2263,0.000060,1867.7,686.4,0.0135,0.000053,1180.7,699.5,0.0119,0.000000
3776.7,676.0,0.2256,0.000027,3776.7,669.1,0.0374,0.000012,4602.9,663.2,0.1261,0.000019,4602.9,658.4,0.0092,0.000000,9863.0,663.6,0.2328,0.000009,1045.6,718.6,0.2261,0.000062,1871.8,689.9,0.0133,0.000052,1183.3,700.2,0.0119,0.000000
3784.9,677.5,0.2254,0.000027,3784.9,670.5,0.0373,0.000012,4612.9,665.0,0.1259,0.000019,4612.9,660.2,0.0092,0.000000,9884.5,664.8,0.2326,0.000009,1047.9,720.5,0.2260,0.000065,1875.9,692.7,0.0131,0.000049,1185.9,701.2,0.0119,0.000000
3793.1,679.1,0.2252,0.000027,3793.1,671.9,0.0372,0.000012,4622.9,666.8,0.1257,0.000019,4622.9,661.9,0.0092,0.000001,9906.0,666.2,0.2324,0.000009,1050.2,722.6,0.2258,0.000068,1880.0,694.7,0.0129,0.000045,1188.5,702.4,0.0119,0.000001
3801.3,680.6,0.2250,0.000028,3801.3,673.2,0.0371,0.000012,4632.9,668.6,0.1255,0.000019,4632.9,663.6,0.0092,0.000001,9927.5,667.5,0.2322,0.000009,1052.4,724.8,0.2257,0.000071,1884.0,696.0,0.0127,0.000039,1191.0,704.0,0.0119,0.000001
3809.6,682.0,0.2247,0.000028,3809.6,674.7,0.0370,0.000012,4643.0,670.4,0.1253,0.000019,4643.0,665.3,0.0092,0.000001,9948.9,668.6,0.2320,0.000009,1054.7,727.0,0.2255,0.000074,1888.1,696.9,0.0125,0.000032,1193.6,705.8,0.0119,0.000001
3817.8,683.5,0.2245,0.000028,3817.8,676.1,0.0369,0.000011,4653.0,672.3,0.1251,0.000019,4653.0,667.1,0.0092,0.000000,9970.4,670.0,0.2318,0.000009,1057.0,729.3,0.2253,0.000077,1892.2,697.4,0.0124,0.000025,1196.2,707.8,0.0119,0.000001
3826.0,684.9,0.2243,0.000028,3826.0,677.6,0.0368,0.000010,4663.0,674.1,0.1249,0.000019,4663.0,668.8,0.0092,0.000000,9991.9,671.4,0.2316,0.000009,1059.3,731.7,0.2252,0.000080,1896.3,697.8,0.0123,0.000019,1198.8,709.9,0.0119,0.000001
3834.2,686.3,0.2241,0.000027,3834.2,679.1,0.0367,0.000009,4673.0,675.8,0.1247,0.000019,4673.0,670.5,0.0092,0.000000,10013.4,672.7,0.2314,0.000009,1061.5,734.1,0.2250,0.000083,1900.3,698.1,0.0123,0.000013,1201.3,712.2,0.0119,0.000001
3842.5,687.7,0.2238,0.000027,3842.5,680.5,0.0366,0.000009,4683.1,677.7,0.1245,0.000019,4683.1,672.2,0.0092,0.000000,10034.9,674.0,0.2313,0.000008,1063.8,736.6,0.2248,0.000085,1904.4,698.4,0.0123,0.000008,1203.9,714.5,0.0119,0.000002
3850.7,689.1,0.2236,0.000026,3850.7,681.9,0.0366,0.000008,4693.1,679.4,0.1243,0.000019,4693.1,673.9,0.0092,0.000001,10056.4,675.3,0.2311,0.000009,1066.1,739.1,0.2246,0.000088,1908.5,698.7,0.0122,0.000005,1206.5,716.8,0.0119,0.000002
3858.9,690.6,0.2234,0.000026,3858.9,683.2,0.0365,0.000008,4703.1,681.2,0.1241,0.000019,4703.1,675.6,0.0092,0.000001,10077.9,676.5,0.2309,0.000009,1068.4,741.6,0.2244,0.000090,1912.6,698.9,0.0122,0.000002,1209.1,719.2,0.0119,0.000002
3867.2,692.0,0.2232,0.000026,3867.2,684.6,0.0364,0.000007,4713.2,683.0,0.1240,0.000019,4713.2,677.3,0.0092,0.000000,10099.4,677.9,0.2307,0.000009,1070.7,744.0,0.2242,0.000092,1916.7,699.0,0.0122,0.000001,1211.7,721.5,0.0119,0.000002
3875.4,693.4,0.2230,0.000026,3875.4,686.0,0.0364,0.000007,4723.2,684.7,0.1238,0.000019,4723.2,679.0,0.0092,0.000000,10120.8,679.3,0.2305,0.000009,1072.9,746.5,0.2240,0.000094,1920.7,699.2,0.0122,0.000000,1214.2,723.9,0.0119,0.000002
3883.6,694.8,0.2228,0.000025,3883.6,687.4,0.0363,0.000007,4733.2,686.5,0.1236,0.000018,4733.2,680.7,0.0092,0.000000,10142.3,680.5,0.2303,0.000009,1075.2,748.9,0.2238,0.000095,1924.8,699.4,0.0122,0.000000,1216.8,726.4,0.0119,0.000002
3891.8,696.2,0.2226,0.000025,3891.8,688.8,0.0363,0.000007,4743.2,688.2,0.1234,0.000018,4743.2,682.3,0.0092,0.000001,10163.8,681.9,0.2301,0.000009,1077.5,751.1,0.2235,0.000096,1928.9,699.9,0.0122,0.000000,1219.4,728.8,0.0119,0.000002
3900.1,697.5,0.2223,0.000025,3900.1,690.1,0.0362,0.000007,4753.3,689.9,0.1232,0.000018,4753.3,684.0,0.0092,0.000001,10185.3,683.3,0.2299,0.000009,1079.8,753.3,0.2233,0.000096,1933.0,700.8,0.0122,0.000000,1222.0,731.2,0.0119,0.000002
3908.3,698.9,0.2221,0.000025,3908.3,691.4,0.0361,0.000008,4763.3,691.5,0.1230,0.000018,4763.3,685.8,0.0092,0.000001,10206.8,684.5,0.2298,0.000008,1082.0,755.2,0.2231,0.000095,1937.0,702.4,0.0122,0.000001,1224.5,733.7,0.0119,0.000002
3916.5,700.2,0.2219,0.000025,3916.5,692.7,0.0361,0.000007,4773.3,693.1,0.1228,0.000019,4773.3,687.4,0.0092,0.000000,10228.3,685.8,0.2296,0.000009,1084.3,756.9,0.2229,0.000094,1941.1,704.8,0.0122,0.000001,1227.1,736.0,0.0118,0.000002
3924.8,701.6,0.2217,0.000025,3924.8,694.1,0.0360,0.000007,4783.4,694.8,0.1227,0.000019,4783.4,689.1,0.0092,0.000000,10249.8,687.1,0.2294,0.000009,1086.6,758.3,0.2226,0.000092,1945.2,707.7,0.0122,0.000001,1229.7,738.2,0.0118,0.000002
3933.0,703.0,0.2215,0.000025,3933.0,695.4,0.0360,0.000007,4793.4,696.5,0.1225,0.000019,4793.4,690.7,0.0092,0.000000,10271.3,688.4,0.2292,0.000008,1088.9,759.5,0.2224,0.000090,1949.3,711.0,0.0122,0.000001,1232.3,740.3,0.0118,0.000002
3941.2,704.4,0.2213,0.000025,3941.2,696.7,0.0359,0.000007,4803.4,698.2,0.1223,0.000018,4803.4,692.4,0.0091,0.000001,10292.8,689.6,0.2290,0.000008,1091.2,760.4,0.2222,0.000087,1953.4,714.6,0.0122,0.000001,1234.9,742.0,0.0118,0.000001
3949.4,705.6,0.2211,0.000023,3949.4,697.8,0.0359,0.000007,4813.4,699.9,0.1221,0.000018,4813.4,694.0,0.0091,0.000001,10314.2,690.8,0.2289,0.000009,1093.4,761.2,0.2220,0.000084,1957.4,718.3,0.0122,0.000001,1237.4,743.4,0.0118,0.000001
3957.7,706.3,0.2209,0.000021,3957.7,698.4,0.0358,0.000006,4823.5,701.6,0.1219,0.000018,4823.5,695.7,0.0091,0.000001,10335.7,692.0,0.2287,0.000009,1095.7,761.7,0.2218,0.000080,1961.5,722.0,0.0122,0.000001,1240.0,744.6,0.0118,0.000001
3965.9,706.5,0.2208,0.000020,3965.9,698.7,0.0357,0.000006,4833.5,703.4,0.1217,0.000019,4833.5,697.3,0.0091,0.000001,10357.2,693.3,0.2285,0.000008,1098.0,762.1,0.2217,0.000076,1965.6,725.8,0.0122,0.000001,1242.6,745.4,0.0118,0.000001
3974.1,706.7,0.2206,0.000018,3974.1,698.8,0.0357,0.000005,4843.5,705.1,0.1215,0.000019,4843.5,698.9,0.0091,0.000001,10378.7,694.5,0.2283,0.000008,1100.3,762.4,0.2215,0.000073,1969.7,729.7,0.0122,0.000002,1245.2,746.0,0.0118,0.000001
3982.4,706.7,0.2205,0.000018,3982.4,698.9,0.0357,0.000004,4853.6,706.2,0.1214,0.000018,4853.6,699.9,0.0091,0.000000,10400.2,695.7,0.2281,0.000008,1102.6,762.6,0.2213,0.000069,1973.8,733.6,0.0122,0.000002,1247.8,746.5,0.0118,0.000001
3990.6,706.6,0.2203,0.000017,3990.6,698.8,0.0356,0.000004,4863.6,706.7,0.1212,0.000017,4863.6,700.4,0.0091,0.000000,10421.7,697.0,0.2280,0.000008,1104.8,762.8,0.2212,0.000066,1977.8,737.3,0.0122,0.000002,1250.3,746.8,0.0118,0.000001
3998.8,706.6,0.2202,0.000017,3998.8,698.8,0.0356,0.000003,4873.6,706.9,0.1210,0.000016,4873.6,700.6,0.0091,0.000000,10443.2,698.1,0.2278,0.000008,1107.1,763.0,0.2211,0.000062,1981.9,740.6,0.0121,0.000002,1252.9,747.0,0.0118,0.000001
4007.0,707.5,0.2200,0.000019,4007.0,699.7,0.0356,0.000003,4883.6,707.0,0.1208,0.000015,4883.6,700.7,0.0091,0.000000,10464.7,699.4,0.2276,0.000008,1109.4,763.1,0.2209,0.000059,1986.0,743.3,0.0121,0.000002,1255.5,747.2,0.0118,0.000001
4015.3,711.0,0.2199,0.000022,4015.3,703.2,0.0356,0.000004,4893.7,706.8,0.1207,0.000014,4893.7,700.6,0.0091,0.000000,10486.1,700.6,0.2274,0.000008,1111.7,763.3,0.2208,0.000056,1990.1,745.2,0.0121,0.000002,1258.1,747.3,0.0118,0.000001
4023.5,717.0,0.2197,0.000027,4023.5,709.1,0.0355,0.000005,4903.7,707.1,0.1206,0.000014,4903.7,700.9,0.0091,0.000000,10507.6,701.8,0.2272,0.000008,1113.9,763.4,0.2207,0.000053,1994.1,746.4,0.0121,0.000002,1260.6,747.5,0.0118,0.000001
4031.7,724.4,0.2195,0.000034,4031.7,716.2,0.0355,0.000006,4913.7,710.3,0.1204,0.000016,4913.7,704.1,0.0091,0.000000,10529.1,703.1,0.2271,0.000008,1116.2,763.5,0.2205,0.000050,1998.2,747.1,0.0121,0.000001,1263.2,747.6,0.0118,0.000001
4039.9,732.4,0.2192,0.000041,4039.9,723.7,0.0354,0.000007,4923.7,717.4,0.1203,0.000021,4923.7,711.2,0.0091,0.000000,10550.6,704.3,0.2269,0.000007,1118.5,763.6,0.2204,0.000048,2002.3,747.6,0.0121,0.000001,1265.8,747.8,0.0118,0.000001
4048.2,740.9,0.2188,0.000047,4048.2,731.3,0.0354,0.000008,4933.8,726.6,0.1200,0.000028,4933.8,720.0,0.0091,0.000001,10572.1,705.5,0.2268,0.000007,1120.8,763.7,0.2203,0.000046,2006.4,747.9,0.0121,0.000001,1268.4,747.9,0.0118,0.000001
4056.4,748.6,0.2183,0.000051,4056.4,738.4,0.0353,0.000008,4943.8,736.7,0.1197,0.000035,4943.8,729.2,0.0091,0.000001,10593.6,706.1,0.2266,0.000007,1123.1,763.8,0.2202,0.000044,2010.5,748.1,0.0121,0.000001,1271.0,748.0,0.0118,0.000001
4064.6,753.7,0.2179,0.000050,4064.6,743.2,0.0352,0.000007,4953.8,746.8,0.1193,0.000040,4953.8,738.4,0.0091,0.000001,10615.1,706.2,0.2264,0.000007,1125.3,763.9,0.2201,0.000043,2014.5,748.3,0.0121,0.000000,1273.5,748.1,0.0118,0.000001
4072.9,755.9,0.2175,0.000047,4072.9,745.2,0.0352,0.000007,4963.9,753.8,0.1189,0.000041,4963.9,744.9,0.0091,0.000002,10636.6,706.8,0.2263,0.000010,1127.6,764.0,0.2200,0.000042,2018.6,748.6,0.0121,0.000000,1276.1,748.2,0.0118,0.000001
4081.1,756.8,0.2172,0.000042,4081.1,746.0,0.0351,0.000006,4973.9,756.5,0.1185,0.000039,4973.9,747.4,0.0090,0.000001,10658.0,720.4,0.2260,0.000017,1129.9,764.0,0.2199,0.000041,2022.7,748.8,0.0121,0.000000,1278.7,748.4,0.0118,0.000001
4089.3,757.4,0.2168,0.000037,4089.3,746.5,0.0351,0.000005,4983.9,757.4,0.1181,0.000035,4983.9,748.2,0.0090,0.000001,10679.5,741.5,0.2256,0.000026,1132.2,764.1,0.2199,0.000040,2026.8,748.9,0.0121,0.000000,1281.3,748.5,0.0118,0.000001
4097.5,758.0,0.2166,0.000034,4097.5,746.9,0.0350,0.000005,4993.9,758.0,0.1178,0.000031,4993.9,748.7,0.0090,0.000001,10701.0,754.4,0.2249,0.000028,1134.4,764.2,0.2198,0.000040,2030.8,749.1,0.0121,0.000000,1283.8,748.6,0.0118,0.000001
4105.8,758.4,0.2163,0.000031,4105.8,747.3,0.0350,0.000005,5004.0,758.5,0.1175,0.000028,5004.0,749.2,0.0090,0.000000,10722.5,756.3,0.2243,0.000025,1136.7,764.2,0.2197,0.000040,2034.9,749.2,0.0121,0.000000,1286.4,748.7,0.0118,0.000001
4114.0,758.7,0.2161,0.000031,4114.0,747.6,0.0349,0.000005,5014.0,758.8,0.1172,0.000027,5014.0,749.5,0.0090,0.000000,10744.0,757.4,0.2239,0.000023,1139.0,764.3,0.2196,0.000039,2039.0,749.3,0.0121,0.000000,1289.0,748.8,0.0118,0.000001
